          MJD       m       dm    uJy   duJy  F  err     chi/N         RA       Dec         x         y    maj   min   phi  apfit    Sky     ZP             Obs  Mask  o0_Nmasked  o1_mean  o1_mean_err  o1_stddev    o1_X2norm  o1_Nvalid  o1_Nnan  Noffsetlc  o2_mean  o2_mean_err  o2_stddev  o2_X2norm  o2_Nused  o2_Nskipped  o2_Nin
 58682.455290 -20.581    1.603    -21     34  o    0      2.92  299.61892  62.13773   3317.24   2542.24   3.74  3.16 -16.5 -0.406  18.36  19.34  01a58682o0480o  1024           0    -60.0       10.576     25.905       0.4549          7        0          7  -58.552       14.102     25.794     0.4531         7            0       7
 58682.461033 -19.174    0.920    -78     72  o    0      1.62  299.61892  62.13773   3253.83   2462.32   3.49  3.01 -12.8 -0.412  17.45  18.34  01a58682o0492o     0           0     -5.0       29.276     71.712       0.7514          7        0          7  -26.202       29.841     67.190     0.6673         7            0       7
 58682.471777 -19.866    2.424    -41    100  o    0      2.62  299.61892  62.13773   3250.08   2577.90   3.73  3.14 -13.5 -0.396  16.92  17.54  01a58682o0514o     0           7    -42.0       49.338    120.852       0.9842          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58684.434784  20.754    0.765     18     14  o    0      1.88  299.61892  62.13773    824.73   3616.43   2.14  1.98 -47.7 -0.437  19.24  20.08  02a58684o0406o     0           0     11.0        6.656     16.304       1.2443          7        0          7    1.699        6.173     14.850     0.8659         7            0       7
 58684.438215 -20.401    0.661    -25     17  o    0      1.12  299.61892  62.13773    795.63   3575.74   2.27  2.03  25.7 -0.440  19.23  20.08  02a58684o0413o     0           0     12.0       11.921     29.201       2.2401          7        0          7   13.589        7.112     11.385     0.4088         6            1       7
 58684.443935  21.342    1.646     10     17  o    0      0.76  299.61892  62.13773    856.13   3647.20   2.22  2.06  24.3 -0.438  19.24  20.08  02a58684o0425o     0           0      4.0        7.771     19.035       1.3519          7        0          7    0.405        6.061     18.252     1.2933         7            0       7
 58684.453726  20.975    0.993     15     15  o    0      1.53  299.61892  62.13773    875.10   3529.87   2.35  1.98 -58.7 -0.426  19.26  20.09  02a58684o0445o     0           0     -8.0       19.146     46.899      13.9413          7        0          7   -7.650        6.096      7.636     0.2275         6            1       7
 58684.500187 -20.146    0.456    -32     14  o    0      1.01  299.61892  62.13773  10421.40   3649.03   2.24  1.95 -53.7 -0.449  19.22  20.00  02a58684o0543o     0           0      8.0        8.378     20.523       1.6988          7        0          7    2.114        5.846     19.489     1.5299         7            0       7
 58684.503127  19.768    0.293     45     13  o    0      2.74  299.61892  62.13773  10391.07   3606.38   2.39  2.04 -54.4 -0.450  19.15  19.99  02a58684o0549o     0           1     13.0      394.614    966.602    3813.4003          7        0          7    1.966        7.387     18.196     1.0267         5            1       6
 58684.508370  22.356    3.649      4     15  o    0      1.25  299.61892  62.13773  10457.11   3690.16   2.37  1.98 -58.4 -0.456  19.19  19.97  02a58684o0560o     0           0     -5.0        6.775     16.596       0.8140          7        0          7   -0.588        6.365     15.728     0.7339         7            0       7
 58684.518420 -20.082    0.484    -34     16  o    0      3.08  299.61892  62.13773  10468.48   3574.52   2.29  1.95 -52.4 -0.457  19.17  19.94  02a58684o0581o     0           0    -10.0       16.426     40.234       2.7320          7        0          7    0.908        7.809     36.755     2.4068         7            0       7
 58688.421087 -22.194    2.204     -5     11  o    0      2.18  299.61892  62.13773    820.45   3612.46   1.97  1.91  16.0 -0.448  19.59  20.88  02a58688o0398o     0           0      1.0        4.764     11.669       0.9516          7        0          7   -1.239        4.038     11.239     0.9003         7            0       7
 58688.424363 -21.286    1.024    -11     11  o    0      1.64  299.61892  62.13773    800.18   3574.10   1.95  1.92  12.5 -0.447  19.57  20.84  02a58688o0405o     0           0      1.0        3.958      9.694       0.6677          7        0          7    2.195        4.139      9.897     0.6538         7            0       7
 58688.430854  21.099    0.899     13     12  o    0      1.56  299.61892  62.13773    859.98   3648.02   1.98  1.90 -45.7 -0.446  19.60  20.79  02a58688o0419o     0           1      5.0      233.502    571.960    3717.1902          7        0          7    1.328        4.757      7.657     0.4202         6            0       6
 58688.440589 -20.953    0.846    -15     13  o    0      2.40  299.61892  62.13773  10430.54   3646.86   2.09  1.87 -54.7 -0.463  19.56  20.72  02a58688o0439o     0           0     14.0        9.007     22.062       2.8316          7        0          7   13.875        5.028     22.062     2.8315         7            0       7
 58688.441046  16.523    0.011    893     10  o    0    557.34  299.61892  62.13773    870.62   3525.08   1.94  1.88   6.0 -0.457  19.57  20.76  02a58688o0440o     4           0     -1.0        5.472     13.402       1.0479          7        0          7   -1.732        5.224     13.448     1.0447         7            0       7
 58688.444265 -21.220    1.180    -12     14  o    0      1.17  299.61892  62.13773  10418.08   3611.94   2.24  1.80 -59.0 -0.463  19.60  20.72  02a58688o0447o     0           0    -17.0        7.180     17.586       1.6308          7        0          7  -12.466        4.801     16.914     1.4822         7            0       7
 58688.452254  22.704    5.152      3     16  o    0      0.83  299.61892  62.13773    160.23   6889.15   2.15  1.89 -46.4 -0.405  19.52  20.72  02a58688o0464o    32           0     15.0       18.002     44.095       7.3940          7        0          7    4.552        6.208     15.056     1.1260         5            2       7
 58688.463954 -22.006    2.873     -6     16  o    0      0.80  299.61892  62.13773  10488.21   3575.45   2.03  1.86 -45.3 -0.463  19.61  20.78  02a58688o0488o     0           1      3.0      690.946   1692.466    7303.7052          7        0          7  -10.856        7.314     20.621     1.1085         6            0       6
 58690.415450  16.130    0.009   1282     12  o    0    414.82  299.61892  62.13773   6195.05   6800.90   3.06  2.84  -5.5 -0.435  19.51  21.72  01a58690o0397o     4           4    614.0      292.711    716.992    3747.7882          7        0          7   15.657        7.256      4.719     0.1091         3            0       3
 58690.419466  15.974    0.007   1481     10  o    0    649.32  299.61892  62.13773   6217.13   6838.29   3.06  2.81  -2.7 -0.433  19.51  21.72  01a58690o0405o   516           4    878.0      469.362   1149.697   11605.0321          7        0          7   12.969        6.140     21.853     3.1859         3            0       3
 58690.426714 -22.911    5.231     -2     13  o    0      2.07  299.61892  62.13773   6156.02   6763.07   3.04  2.84  -5.0 -0.438  19.52  21.72  01a58690o0420o     0           3     24.0      288.409    706.454    4681.4820          7        0          7  -10.732        6.675      7.468     0.2918         3            1       4
 58690.440301  15.792    0.006   1751     10  o    0    863.11  299.61892  62.13773   6143.50   6880.76   3.26  2.85  -7.8 -0.411  19.48  21.73  01a58690o0448o  1028           5   1675.0      409.847   1003.915    9258.6896          7        0          7   23.500        7.071      2.659     0.0450         2            0       2
 58694.428953  15.798    0.008   1741     13  o    0    568.74  299.61892  62.13773   6204.37   6799.27   2.97  2.69  -2.6 -0.441  19.40  21.25  01a58694o0308o     4           4   1191.0      482.134   1180.983    7918.5834          7        0          7    2.501        7.461      6.898     0.2100         3            0       3
 58694.432191  15.671    0.006   1957     11  o    0   1089.05  299.61892  62.13773   6224.73   6837.51   2.98  2.69  -3.8 -0.442  19.42  21.27  01a58694o0315o     4           4     56.0      635.830   1557.460   13720.9765          7        0          7   -9.597        7.399     16.914     1.6335         2            1       3
 58694.438186  15.886    0.008   1606     13  o    0    485.91  299.61892  62.13773   6161.85   6761.82   3.13  2.74  -4.1 -0.427  19.39  21.27  01a58694o0328o     4           4   1505.0      550.349   1348.073   10579.1345          7        0          7   14.581        8.818     20.448     1.6901         2            1       3
 58694.448310  16.295    0.010   1102     11  o    0    333.02  299.61892  62.13773   6146.68   6878.35   2.97  2.69  -2.8 -0.443  19.41  21.26  01a58694o0350o     4           4   2034.0      660.122   1616.962   19040.0338          7        0          7   -6.230        7.682      2.702     0.0369         2            1       3
 58702.484544  18.551    0.101    138     14  o    0      8.25  299.61892  62.13773   4214.70   6940.05   3.47  3.02  -8.6 -0.407  19.28  21.20  01a58702o0004o    32           2     72.0      208.487    510.686    1529.0218          7        0          7   44.781        7.297     28.481     3.7770         3            2       5
 58702.487361  16.339    0.010   1058     11  o    0    253.93  299.61892  62.13773   4236.03   6979.19   3.44  3.06  -9.7 -0.404  19.27  21.20  01a58702o0010o  1028           4   1049.0      308.194    754.917    2676.5553          7        0          7   31.000        8.083     24.901     2.4847         3            0       3
 58702.492508  15.837    0.007   1680     11  o    0    610.36  299.61892  62.13773   4176.07   6903.32   3.42  3.08  -9.4 -0.408  19.25  21.17  01a58702o0021o  1540           4   1688.0      496.067   1215.112    7331.1250          7        0          7   46.483        7.876     32.848     4.6544         3            0       3
 58702.502373  16.007    0.008   1436     12  o    0    423.50  299.61892  62.13773   4160.28   7018.80   3.29  2.94  -9.4 -0.419  19.29  21.11  01a58702o0042o     4           6   1394.0      305.523    748.376    3919.2869          7        0          7    6.000       12.000        NaN        NaN         1            0       1
 58710.372788 -20.848    2.415    -17     40  o    0      2.04  299.61892  62.13773   3905.88   8987.38   3.50  3.46 -23.5 -0.393  18.27  19.40  01a58710o0293o     0           0     21.0       21.030     51.514       1.4996          7        0          7   32.251       14.631     49.430     1.4011         7            0       7
 58710.376008  20.095    1.220     33     41  o    0      4.77  299.61892  62.13773   3927.69   9025.78   3.81  3.73 -58.4 -0.410  18.22  19.40  01a58710o0300o     0           0     36.0       22.257     54.518       1.3020          7        0          7   41.550       16.691     54.063     1.2836         7            0       7
 58710.381531  18.897    0.420    100     42  o    0      1.87  299.61892  62.13773   3865.05   8948.68   3.42  3.36 -54.2 -0.409  18.32  19.40  01a58710o0312o     0           0     17.0       21.318     52.217       1.5625          7        0          7   28.141       15.107     50.448     1.4719         7            0       7
